[+]	#1
[!#1][NH]c1c([CH3])[cH][cH][cH]c1[CH3]	#
[!#1][NH]c1c([CH3])[cH]c([CH3])[cH]c1[CH3]	#
[!#1][NH]c1c([CH3])c([CH2][CH3])nc2[cH][cH][cH][cH]c12	#
[!#1][NH]c1c([CH3])n([!#1])n([!#1])c1=O	#
[!#1][NH]c1c([N+](=O)[O-])c(=O)oc2[cH][cH][cH][cH]c12	#
[!#1][NH]c1c2[cH][cH][cH][cH]c2nc3[cH][cH][cH][cH]c13	#
[!#1][NH]c1c2[CH2][CH2][CH2]c2nc3[cH][cH][cH][cH]c13	#
[!#1][NH]c1c2[CH2][CH2][CH2]c2nc3[CH2][CH2][CH2][CH2]c13	#
[!#1][NH]c1n[cH][cH][cH]n1	#
[!#1][NH]c1n[cH][cH]nc1O[CH3]	#
[!#1][NH]c1n[cH][cH]s1	#
[!#1][NH]c1n[cH][nH]n1	#
[!#1][NH]c1n[cH]nc2n([!#1])[cH]nc12	#
[!#1][NH]c1n[cH]nc2sc3[CH2][CH2][CH2][CH2]c3c12	#
[!#1][NH]c1n[nH]c(=O)[nH]c1=O	#
[!#1][NH]c1nc([!#1])[cH]s1	#
[!#1][NH]c1nc([!#1])nc([!#1])n1	#
[!#1][NH]c1nc([!#1])nc(Cl)n1	#
[!#1][NH]c1nc([!#1])nc(n1)N2[CH2][CH2]O[CH2][CH2]2	#
[!#1][NH]c1nc([!#1])nc(O[CH](C(F)(F)F)C(F)(F)F)n1	#
[!#1][NH]c1nc([cH]s1)c2[cH][cH][cH][cH][cH]2	#
[!#1][NH]c1nc([cH]s1)c2[cH][cH]c([!#1])[cH][cH]2	#
[!#1][NH]c1nc([CH3])[cH]c([CH3])n1	#
[!#1][NH]c1nc(Cl)nc(Cl)n1	#
[!#1][NH]c1nc(O[CH](C(F)(F)F)C(F)(F)F)nc(O[CH](C(F)(F)F)C(F)(F)F)n1	#
[!#1][NH]c1nc2[cH][cH][cH][cH]c2n1[!#1]	#
[!#1][NH]c1nc2[cH][cH][cH][cH]c2nc1[!#1]	#
[!#1][NH]c1nc2[cH][cH][cH][cH]c2nc1[NH][!#1]	#
[!#1][NH]c1nc2[cH][cH][cH][cH]c2s1	#
[!#1][NH]c1nc2[CH2][CH2][CH2][CH2]c2s1	#
[!#1][NH]c1nc2nonc2nc1[!#1]	#
[!#1][NH]c1nnc([CH2][CH3])s1	#
[!#1][NH]c1nnc([CH3])s1	#
[!#1][NH]c1sc([CH3])c([CH3])c1C(=O)[!#1]	#
[!#1][NH]c1sc2[CH2][CH2][CH2][CH2]c2c1C(=O)[!#1]	#
[!#1][NH]N([!#1])[!#1]	#
[!#1][NH]N=[CH][!#1]	#
[!#1][NH]N=C([!#1])[!#1]	#
[!#1][NH]N=C([!#1])[CH3]	#
[!#1][NH]N=C([!#1])N=N[!#1]	#
[!#1][NH]N=C1C(=N[NH]C1=O)[!#1]	#
[!#1][NH]N=C1C(=NN(C1=O)c2[cH][cH][cH][cH][cH]2)[!#1]	#
[!#1][NH]N=C1C(=NN(C1=O)c2nc([cH]s2)c3[cH][cH][cH][cH][cH]3)[!#1]	#
[!#1][NH]N=C1C(=O)[NH]C(=O)[NH]C1=O	#
[!#1][NH]N=C1C(=O)[NH]C(=S)[NH]C1=O	#
[!#1][NH]N=N[!#1]	#
[!#1][NH]n1[cH]nn[cH]1	#
[!#1][NH]P(=O)(O[CH]([CH3])[CH3])O[CH]([CH3])[CH3]	#
[!#1][NH]P(=O)(O[CH2][CH]([CH3])[CH3])O[CH2][CH]([CH3])[CH3]	#
[!#1][NH]P(=O)(O[CH2][CH3])O[CH2][CH3]	#
[!#1][NH]S(=O)(=O)[!#1]	#
[!#1][NH]S(=O)(=O)[CH2][CH]=[CH2]	#
[!#1][NH]S(=O)(=O)[CH3]	#
[!#1][NH]S(=O)(=O)[NH]C([CH3])([CH3])[CH3]	#
[!#1][NH]S(=O)(=O)[NH]C(=O)N([!#1])[CH3]	#
[!#1][NH]S(=O)[!#1]	#
[!#1][NH]S[!#1]	#
[!#1][NH2]	#
[!#1][O-]	#
[!#1][OH]	#
[!#1][SH]	#
[!#1]Br	#
[!#1]C#C[!#1]	#
[!#1]C#CC([CH3])([CH3])[OH]	#
[!#1]C#N	#
[!#1]C([!#1])([!#1])[!#1]	#
[!#1]C([!#1])([!#1])[CH2][CH3]	#
[!#1]C([!#1])([!#1])[CH3]	#
[!#1]C([!#1])([!#1])[OH]	#
[!#1]C([!#1])([!#1])c1[cH][cH][cH][cH][cH]1	#
[!#1]C([!#1])([CH3])[CH2][CH3]	#
[!#1]C([!#1])([CH3])[CH3]	#
[!#1]C([!#1])([CH3])[OH]	#
[!#1]C([!#1])([OH])c1[cH][cH][cH][cH][cH]1	#
[!#1]C([!#1])(C#N)C#N	#
[!#1]C([!#1])(Cl)C([!#1])([!#1])[N+](=O)[O-]	#
[!#1]C([!#1])(Cl)Cl	#
[!#1]C([CH3])([CH3])[CH2][CH]([CH3])[OH]	#
[!#1]C([CH3])([CH3])[CH2][CH]([CH3])OC(=O)C([CH3])([CH3])[CH3]	#
[!#1]C([CH3])([CH3])[CH2][CH]=C([CH3])[CH2][CH2][CH]=C([CH3])[CH3]	#
[!#1]C([CH3])([CH3])[CH2][CH3]	#
[!#1]C([CH3])([CH3])[CH2][OH]	#
[!#1]C([CH3])([CH3])[CH2]C([CH3])([CH3])[CH3]	#
[!#1]C([CH3])([CH3])[CH2]N([CH3])[CH3]	#
[!#1]C([CH3])([CH3])[CH3]	#
[!#1]C([OH])([CH2][CH]=[CH2])[CH2][CH]=[CH2]	#
[!#1]C([OH])(C(=O)O[CH2][CH3])C(F)(F)F	#
[!#1]C([OH])(C(=O)O[CH3])C(F)(F)F	#
[!#1]C([OH])(C(F)(F)F)C(F)(F)F	#
[!#1]C(=[CH]C(=O)[CH3])[CH3]	#
[!#1]C(=[CH]C(=O)O[CH2][CH3])[CH3]	#
[!#1]C(=N[NH]C(=O)[!#1])[!#1]	#
[!#1]C(=N[NH]C(=O)[!#1])[CH3]	#
[!#1]C(=N[NH]C(=O)[NH2])[CH3]	#
[!#1]C(=N[NH]S(=O)(=O)[!#1])[CH3]	#
[!#1]C(=N[OH])[!#1]	#
[!#1]C(=N[OH])[CH2][CH]([CH3])[CH3]	#
[!#1]C(=N[OH])[CH2][CH3]	#
[!#1]C(=N[OH])[CH3]	#
[!#1]C(=N[OH])N([CH2][CH3])[CH2][CH3]	#
[!#1]C(=NN=C([!#1])[CH3])[CH3]	#
[!#1]C(=NO[CH2][CH3])[CH2][CH2][CH3]	#
[!#1]C(=NO[CH2]ON=C([!#1])[CH3])[CH3]	#
[!#1]C(=NOC(=O)[!#1])[CH3]	#
[!#1]C(=O)[!#1]	#
[!#1]C(=O)[CH]([CH]1[CH2][CH2][CH2][CH2][CH2]1)C(=O)[!#1]	#
[!#1]C(=O)[CH]([CH3])[CH3]	#
[!#1]C(=O)[CH]([CH3])c1[cH][cH]c([CH2][CH]([CH3])[CH3])[cH][cH]1	#
[!#1]C(=O)[CH]([CH3])N([CH3])[CH3]	#
[!#1]C(=O)[CH](c1[cH][cH][cH][cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]C(=O)[CH](F)F	#
[!#1]C(=O)[CH]1[CH]([CH]2c3[cH][cH][cH][cH]c3[CH]1c4[cH][cH][cH][cH]c24)C(=O)[OH]	#
[!#1]C(=O)[CH]1[CH]2[CH2][CH2][CH2][CH2][CH]12	#
[!#1]C(=O)[CH]1[CH2][CH]1c2[cH][cH][cH][cH][cH]2	#
[!#1]C(=O)[CH]1[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]C(=O)[CH]1[CH2][CH2]1	#
[!#1]C(=O)[CH]1[CH2][CH2]C([CH3])(C(=O)[OH])C1([CH3])[CH3]	#
[!#1]C(=O)[CH]1[CH2]C1([CH3])[CH3]	#
[!#1]C(=O)[CH]1[CH2]C1(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3	#
[!#1]C(=O)[CH]1[CH2]C1(c2[cH][cH]c([CH3])[cH][cH]2)c3[cH][cH]c([CH3])[cH][cH]3	#
[!#1]C(=O)[CH]1[CH2]C21[CH2][CH2][CH2]2	#
[!#1]C(=O)[CH]1C(=O)C([!#1])([!#1])C(=O)[CH2]C1([CH3])[CH3]	#
[!#1]C(=O)[CH2][CH]([CH3])[CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH]([CH3])[CH3]	#
[!#1]C(=O)[CH2][CH]([NH2])C(Cl)(Cl)Cl	#
[!#1]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[CH2][CH2][CH2][CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2][CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[CH2][CH2][CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[CH2][CH2][CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[CH2][CH2][CH3]	#
[!#1]C(=O)[CH2][CH2]Br	#
[!#1]C(=O)[CH2][CH2]C([CH3])([CH3])C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[CH2][CH2]C(=O)O[CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2][CH2]C(=O)O[CH3]	#
[!#1]C(=O)[CH2][CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[CH2][CH2]c1[cH][cH]c([CH3])o1	#
[!#1]C(=O)[CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1]C(=O)[CH2][CH2]N([CH3])[CH3]	#
[!#1]C(=O)[CH2][CH3]	#
[!#1]C(=O)[CH2][NH][CH2][CH2][OH]	#
[!#1]C(=O)[CH2][NH][CH2][CH3]	#
[!#1]C(=O)[CH2][NH]C([CH3])([CH3])[CH3]	#
[!#1]C(=O)[CH2][NH]C(=O)[!#1]	#
[!#1]C(=O)[CH2][NH2]	#
[!#1]C(=O)[CH2]C([!#1])([OH])C(F)(F)[CH](F)F	#
[!#1]C(=O)[CH2]C([!#1])([OH])C(F)(F)F	#
[!#1]C(=O)[CH2]C(=N[NH]c1[cH][cH][cH][cH][cH]1)[CH3]	#
[!#1]C(=O)[CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2]C(=O)[CH3]	#
[!#1]C(=O)[CH2]C(=O)O[CH2][CH3]	#
[!#1]C(=O)[CH2]C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3	#
[!#1]C(=O)[CH2]C1(C(=O)c2[cH][cH][cH][cH]c2C1=O)c3[cH][cH][cH][cH][cH]3	#
[!#1]C(=O)[CH2]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[CH2]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)[CH2]Cl	#
[!#1]C(=O)[CH2]F	#
[!#1]C(=O)[CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1]C(=O)[CH2]N([CH3])[CH3]	#
[!#1]C(=O)[CH2]OC(=O)[!#1]	#
[!#1]C(=O)[CH2]OC(=O)[CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[CH2]OC(=O)[CH2][CH2]C(=O)C(=O)O[CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2]OC(=O)[CH2][CH2]S(=O)(=O)[!#1]	#
[!#1]C(=O)[CH2]OC(=O)C(=O)O[CH2]C(=O)[!#1]	#
[!#1]C(=O)[CH2]SC(=S)[!#1]	#
[!#1]C(=O)[CH2]SS(=O)(=O)[OH]	#
[!#1]C(=O)[CH3]	#
[!#1]C(=O)[NH][CH]([CH]([CH3])[CH3])C(=O)[OH]	#
[!#1]C(=O)[NH][CH]([CH2][CH]([CH3])[CH3])C(=O)[OH]	#
[!#1]C(=O)[NH][CH]([CH2][CH]([CH3])[CH3])C(=O)O[CH3]	#
[!#1]C(=O)[NH][CH]([CH2][CH2][CH2][NH]C(=[NH])[NH2])C(=O)[NH2]	#
[!#1]C(=O)[NH][CH]([CH2][OH])[CH]([CH3])[CH3]	#
[!#1]C(=O)[NH][CH]([CH2]C(=O)O[CH3])C(=O)O[CH3]	#
[!#1]C(=O)[NH][CH]([CH3])[CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH][CH]([CH3])[CH2][CH3]	#
[!#1]C(=O)[NH][CH]([CH3])[CH3]	#
[!#1]C(=O)[NH][CH]([CH3])C(=O)[OH]	#
[!#1]C(=O)[NH][CH]([NH]C([CH3])([CH3])[CH3])C(Cl)(Cl)Cl	#
[!#1]C(=O)[NH][CH](N([CH2][CH3])[CH2][CH3])C(Cl)(Cl)Cl	#
[!#1]C(=O)[NH][CH2][CH]([CH3])[CH3]	#
[!#1]C(=O)[NH][CH2][CH]=[CH2]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH2][CH2][NH]C(=O)[!#1]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][CH2][NH]C(=O)[!#1]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH][CH2][CH2][CH2][OH]	#
[!#1]C(=O)[NH][CH2][CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[NH][CH2][CH2][CH2]N([CH3])[CH3]	#
[!#1]C(=O)[NH][CH2][CH2][CH3]	#
[!#1]C(=O)[NH][CH2][CH2][NH]C(=O)[!#1]	#
[!#1]C(=O)[NH][CH2][CH2][OH]	#
[!#1]C(=O)[NH][CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[NH][CH2][CH2]N([CH2][CH3])[CH2][CH3]	#
[!#1]C(=O)[NH][CH2][CH2]OC(=O)[!#1]	#
[!#1]C(=O)[NH][CH2][CH2]OC(=O)[CH3]	#
[!#1]C(=O)[NH][CH2][CH3]	#
[!#1]C(=O)[NH][CH2]C(=O)[OH]	#
[!#1]C(=O)[NH][CH2]C(=O)O[CH2][CH3]	#
[!#1]C(=O)[NH][CH2]C(=O)O[CH3]	#
[!#1]C(=O)[NH][CH2]OC(=O)[!#1]	#
[!#1]C(=O)[NH][CH3]	#
[!#1]C(=O)[NH][NH]C(=O)[!#1]	#
[!#1]C(=O)[NH][NH]C(=O)[CH]=[CH]C(=O)[OH]	#
[!#1]C(=O)[NH][NH]C(=O)[CH2][CH2][CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH][NH]C(=O)[CH2][CH2]C(=O)[OH]	#
[!#1]C(=O)[NH][NH]C(=O)[CH3]	#
[!#1]C(=O)[NH][NH]C(=O)C(F)(F)F	#
[!#1]C(=O)[NH][NH]C(=S)[NH]C(=O)[!#1]	#
[!#1]C(=O)[NH][NH]C(=S)[NH2]	#
[!#1]C(=O)[NH][NH]S(=O)(=O)[!#1]	#
[!#1]C(=O)[NH][NH2]	#
[!#1]C(=O)[NH][OH]	#
[!#1]C(=O)[NH]C([!#1])([!#1])[CH3]	#
[!#1]C(=O)[NH]C([CH2][OH])([CH2][OH])[CH2][OH]	#
[!#1]C(=O)[NH]C([CH3])([CH3])[CH3]	#
[!#1]C(=O)[NH]C(=S)[!#1]	#
[!#1]C(=O)[NH]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[NH]c1[cH][cH][cH]c(Cl)[cH]1	#
[!#1]C(=O)[NH]c1[cH][cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)[NH]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[!#1]	#
[!#1]C(=O)[NH]c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]C(=O)[NH]c1[cH][cH]c(Cl)c(Cl)[cH]1	#
[!#1]C(=O)[NH]c1nc([CH3])[cH]c([CH3])n1	#
[!#1]C(=O)[NH]c1nc([CH3])nc(O[CH3])n1	#
[!#1]C(=O)[NH]N=[CH][CH]=[CH]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[NH]N=[CH][CH]=N[NH]C(=O)[!#1]	#
[!#1]C(=O)[NH]N=[CH][CH2][CH2][CH3]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[OH]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1Cl	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1F	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1O[CH3]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][nH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([CH2][CH]=[CH2])c1[OH]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]n[cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]o1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]s1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH]c1[OH]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)N([CH3])[CH3]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([CH3])o1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])c(O[CH3])[cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH]c1Cl	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(F)[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])[cH]c1O[CH3]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])c(O[CH3])[cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(o1)[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(s1)[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c2n([CH2][CH3])c3[cH][cH][cH][cH]c3c2[cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c2O[CH2]Oc2[cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][cH]n[cH][cH]1	#
[!#1]C(=O)[NH]N=[CH]c1[cH][nH]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH]c([CH3])[cH][cH]c1[OH]	#
[!#1]C(=O)[NH]N=[CH]c1[cH]c(Cl)[cH][cH]c1[OH]	#
[!#1]C(=O)[NH]N=[CH]c1[cH]c(Cl)[cH]c(Cl)c1O[CH3]	#
[!#1]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1Br	#
[!#1]C(=O)[NH]N=[CH]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)[NH]N=[CH]c1nc2[cH][cH][cH][cH]c2[nH]1	#
[!#1]C(=O)[NH]N=C([!#1])[CH2][CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH]N=C([!#1])[CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH]N=C([!#1])[CH2][CH2][CH3]	#
[!#1]C(=O)[NH]N=C([!#1])[CH2][CH3]	#
[!#1]C(=O)[NH]N=C([CH3])[CH]=[CH]c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])[CH]1[CH2][CH2]1	#
[!#1]C(=O)[NH]N=C([CH3])[CH2][CH]([CH3])[CH3]	#
[!#1]C(=O)[NH]N=C([CH3])[CH2][CH2][CH]=[CH2]	#
[!#1]C(=O)[NH]N=C([CH3])[CH2][CH2][CH2][CH3]	#
[!#1]C(=O)[NH]N=C([CH3])[CH2][NH]C(=O)[CH3]	#
[!#1]C(=O)[NH]N=C([CH3])[CH2]C(=O)[CH3]	#
[!#1]C(=O)[NH]N=C([CH3])[CH3]	#
[!#1]C(=O)[NH]N=C([CH3])C(=N[OH])[CH3]	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH][cH]c1[OH]	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]c([NH2])[cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]o1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([!#1])[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([NH2])[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([OH])[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Br)[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Cl)[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Cl)s1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(F)[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(O[CH3])[cH][cH]1	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(O[CH3])[cH]c1O[CH3]	#
[!#1]C(=O)[NH]N=C([CH3])c1[cH]c([OH])[cH][cH]c1[OH]	#
[!#1]C(=O)[NH]N=C1[CH2][CH2][CH2][CH2][CH2]1	#
[!#1]C(=O)[NH]N=C1[CH2][CH2][CH2][CH2]1	#
[!#1]C(=O)[NH]N=C1[CH2]C(=O)[CH2]C([CH3])([CH3])[CH2]1	#
[!#1]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH]c([!#1])[cH]c12	#
[!#1]C(=O)[NH]N=c1c(=O)c2[cH][cH][cH][cH]c2c1=O	#
[!#1]C(=O)[NH]N=C1c2nn([!#1])nc2C(=N[NH]C(=O)[!#1])c3nn([!#1])nc13	#
[!#1]C(=O)[NH]S(=O)(=O)[!#1]	#
[!#1]C(=O)[NH2]	#
[!#1]C(=O)[OH]	#
[!#1]C(=O)C([!#1])([!#1])[CH3]	#
[!#1]C(=O)C([!#1])([!#1])[OH]	#
[!#1]C(=O)C([!#1])([!#1])C#N	#
[!#1]C(=O)C([!#1])([!#1])C(=O)[!#1]	#
[!#1]C(=O)C([CH2][CH3])([CH2][CH3])C(=O)[!#1]	#
[!#1]C(=O)C([CH3])([CH3])[CH3]	#
[!#1]C(=O)C([OH])(c1[cH][cH][cH][cH][cH]1)c2[cH][cH][cH][cH][cH]2	#
[!#1]C(=O)C([OH])(c1[cH][cH]c(Br)[cH][cH]1)c2[cH][cH]c(Br)[cH][cH]2	#
[!#1]C(=O)C(=N[NH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-])C(=O)[!#1]	#
[!#1]C(=O)C(=N[NH]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[OH])C(=O)[!#1]	#
[!#1]C(=O)C(=N[OH])C(=O)O[CH2][CH3]	#
[!#1]C(=O)C(=O)[!#1]	#
[!#1]C(=O)C(Cl)(Cl)Cl	#
[!#1]C(=O)C(F)(F)C(F)(F)F	#
[!#1]C(=O)C(F)(F)F	#
[!#1]C(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F	#
[!#1]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F	#
[!#1]C(=O)C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3	#
[!#1]C(=O)C1([CH2][CH]2[CH2][CH]3[CH2]1)[CH2][CH]([CH2]2)[CH2][CH2]3	#
[!#1]C(=O)c1[cH][cH][cH][cH][cH]1	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1[!#1]	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1[CH3]	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1[OH]	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1Br	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1C(=O)[OH]	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1Cl	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1F	#
[!#1]C(=O)c1[cH][cH][cH][cH]c1I	#
[!#1]C(=O)c1[cH][cH][cH][cH]n1	#
[!#1]C(=O)c1[cH][cH][cH]c([!#1])[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]	#
[!#1]C(=O)c1[cH][cH][cH]c([cH]1)C(=O)[!#1]	#
[!#1]C(=O)c1[cH][cH][cH]c([cH]1)S(=O)(=O)[!#1]	#
[!#1]C(=O)c1[cH][cH][cH]c([CH3])[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]c(Br)[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]c(Cl)[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]c(F)[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]c(I)[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]c2[cH][cH][cH][cH]c12	#
[!#1]C(=O)c1[cH][cH][cH]n[cH]1	#
[!#1]C(=O)c1[cH][cH][cH]o1	#
[!#1]C(=O)c1[cH][cH][cH]s1	#
[!#1]C(=O)c1[cH][cH][n+]([O-])[cH][cH]1	#
